MPI,OMP,nsamples,bounces,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
32,1,2000,26,0.306538,0.604905,0.903170,1.201487,1.500020,1.797865,2.095113,2.393502,2.691078,2.988246,3.286468,3.584972,3.882542,4.181247,4.478871,4.776602,5.074342,5.372563,5.670311,5.968104
32,1,2000,26,0.298519,0.597110,0.895864,1.193971,1.491239,1.788832,2.086554,2.385149,2.684380,2.981991,3.280231,3.577109,3.875158,4.172449,4.471165,4.768908,5.067027,5.364754,5.662411,5.960045
32,1,2000,26,0.298524,0.595989,0.894638,1.192228,1.489701,1.787397,2.085614,2.383273,2.680620,2.978898,3.276324,3.574749,3.872457,4.170064,4.468436,4.766270,5.063751,5.361723,5.659621,5.957135
