MPI,OMP,nsamples,bounces,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
32,1,2000,26,250.198919,486.62144932,1,2000,26,256.167972,499.241523,744.811020,989.437861,1192.102903,1387.137522,1582.048226,1792.75148932,1,2000,26,225.134116,2028.954029,452.980944,2265.397476,681.815684,2501.716717,909.021548,2738.218304,1134.566417,2974.541925,1357.504275,3210.666640,1579.282841,1809.328098,2049.810637,2280.041115,2507.724078,2733.533020,2954.786100,3184.618187,3405.738578,3626.833775,3847.819309,4068.853542,4289.887053,4512.438341
32,1,2000,26,225.648545,451.175686,676.822086,902.555282,1128.849007,1354.916460,1579.664291,1807.446064,2037.877177
