MPI,OMP,nsamples,bounces,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
16,8,2000,26,0.106928,0.207521,0.309218,0.410451,0.512269,0.613945,0.714510,0.815893,0.918368,1.017935,1.120362,1.222901,1.322985,1.424715,1.527617,1.628213,1.729106,1.831607,1.934132,2.033350
