MPI,OMP,nsamples,bounces,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
16,8,2000,26,0.102634,0.200930,0.300035,0.396821,0.494736,0.596340,0.691944,0.791214,0.889927,0.989992,1.086035,1.185574,1.284802,1.384641,1.480756,1.582122,1.680993,1.779953,1.877449,1.977166
