MPI,OMP,nsamples,bounces,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
32,1,2000,26,5.602332,11.067882,16.533273,22.000840,27.465878,32.931577,38.396251,43.860019,49.315849,54.777665,60.239664,65.700848,71.164675,76.625834,82.084667,87.545427,93.002374,98.466192,103.927491,109.389153
32,1,2000,26,5.461638,10.926608,16.387023,21.846174,27.308405,32.771277,38.227222,43.687569,49.146048,54.612479,60.079092,65.541533,71.007087,76.473278,81.947544,87.441145,92.939121,98.402674,103.871143,109.340318
32,1,2000,26,5.474885,10.950446,16.428481,21.925038,27.479375,32.982469,38.447141,44.589857,50.049866,55.508023,60.966400,66.423276,71.885363,77.348585,82.810025,88.270292,93.731723,99.192605,104.658431,110.123888
