MPI,OMP,nsamples,bounces,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
16,8,2000,26,66.130242,132.186149,197.923985,263.299046,328.579814,394.044877,459.381472,524.882565,590.266577,655.570207,720.693281,785.641270,850.676061,915.645776,981.227390,1046.756381,1112.224398,1179.904130,1245.278064,1304.779392
