MPI,OMP,nsamples,bounces,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
16,8,2000,26,2.184790,4.284935,6.378233,8.456750,10.529182,12.598280,14.665224,16.733627,18.806137,20.881797,22.957720,25.034552,27.111995,29.190166,31.269296,33.348167,35.430536,37.518220,39.665642,41.765983
