MPI,OMP,nsamples,bounces,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
16,8,2000,26,41.799867,83.378256,124.566281,165.747691,207.261285,248.477911,289.527688,330.834967,372.111788,413.449706,454.606004,495.786412,537.151293,578.359261,619.455325,660.765885,701.954254,743.150004,784.167750,822.539378
