MPI,OMP,nsamples,bounces,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
16,8,2000,26,3.897229,7.720117,11.524984,15.301982,19.126716,22.954737,26.852151,30.866735,34.869136,38.867040,42.889445,46.907879,50.929591,54.947934,58.979301,62.995862,67.008010,70.998359,74.694728,78.318472
