MPI,OMP,nsamples,bounces,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
16,8,2000,26,52.500049,103.947922,155.364448,206.530329,257.772843,308.542904,359.430992,410.562506,462.061005,513.559405,564.813422,616.562606,668.145989,719.383954,770.388066,821.577482,872.979956,922.496974,969.180789,1015.879629
