MPI,OMP,nsamples,bounces,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
16,8,2000,26,26.108009,51.434233,76.837409,102.074338,127.383345,152.592618,177.949236,203.195573,228.356051,253.466445,278.627763,304.032289,329.445770,354.804573,380.057150,405.215411,430.585881,455.858019,479.208477,502.097814
